check_date,direction,origin,destination,market,airport_group,purpose,weeks_ahead,target_weekday,departure_date,departure_weekday,cabin_class,airline,flight_number,aircraft,departure_airport,departure_time,arrival_airport,arrival_time,duration,price,currency,status,api_error,source
2026-06-21 22:58:56,LOCAL_OUT,HEL,KIX,Finland-Japan,benchmark,AY_direct_watch,4,Wednesday,2026-07-15,水,Economy,フィンエアー,AY 67,Airbus A350,HEL,2026-07-15 17:45,KIX,2026-07-16 12:35,770,397781,JPY,OK,,SerpApi Google Flights API
2026-06-21 22:58:56,LOCAL_OUT,HEL,KIX,Finland-Japan,benchmark,AY_direct_watch,4,Wednesday,2026-07-15,水,Premium Economy,フィンエアー,AY 67,Airbus A350,HEL,2026-07-15 17:45,KIX,2026-07-16 12:35,770,469383,JPY,OK,,SerpApi Google Flights API
2026-06-21 22:58:56,LOCAL_OUT,HEL,KIX,Finland-Japan,benchmark,AY_direct_watch,4,Wednesday,2026-07-15,水,Business,フィンエアー,AY 67,Airbus A350,HEL,2026-07-15 17:45,KIX,2026-07-16 12:35,770,829147,JPY,OK,,SerpApi Google Flights API
2026-06-21 22:58:56,LOCAL_OUT,HEL,KIX,Finland-Japan,benchmark,AY_direct_watch,4,Friday,2026-07-17,金,Economy,フィンエアー,AY 67,Airbus A350,HEL,2026-07-17 17:45,KIX,2026-07-18 12:35,770,397781,JPY,OK,,SerpApi Google Flights API
2026-06-21 22:58:56,LOCAL_OUT,HEL,KIX,Finland-Japan,benchmark,AY_direct_watch,4,Friday,2026-07-17,金,Premium Economy,フィンエアー,AY 67,Airbus A350,HEL,2026-07-17 17:45,KIX,2026-07-18 12:35,770,469383,JPY,OK,,SerpApi Google Flights API
2026-06-21 22:58:56,LOCAL_OUT,HEL,KIX,Finland-Japan,benchmark,AY_direct_watch,4,Friday,2026-07-17,金,Business,フィンエアー,AY 67,Airbus A350,HEL,2026-07-17 17:45,KIX,2026-07-18 12:35,770,829147,JPY,OK,,SerpApi Google Flights API
2026-06-21 22:58:56,LOCAL_OUT,HEL,HND,Finland-Japan,benchmark,AY_direct_watch,4,Wednesday,2026-07-15,水,Economy,フィンエアー,AY 61,Airbus A350,HEL,2026-07-15 18:30,HND,2026-07-16 13:50,800,397781,JPY,OK,,SerpApi Google Flights API
2026-06-21 22:58:56,LOCAL_OUT,HEL,HND,Finland-Japan,benchmark,AY_direct_watch,4,Wednesday,2026-07-15,水,Business,フィンエアー,AY 61,Airbus A350,HEL,2026-07-15 18:30,HND,2026-07-16 13:50,800,829147,JPY,OK,,SerpApi Google Flights API
2026-06-21 22:58:56,LOCAL_OUT,HEL,HND,Finland-Japan,benchmark,AY_direct_watch,4,Friday,2026-07-17,金,Economy,フィンエアー,AY 61,Airbus A350,HEL,2026-07-17 18:30,HND,2026-07-18 13:50,800,397781,JPY,OK,,SerpApi Google Flights API
2026-06-21 22:58:56,LOCAL_OUT,HEL,HND,Finland-Japan,benchmark,AY_direct_watch,4,Friday,2026-07-17,金,Premium Economy,フィンエアー,AY 61,Airbus A350,HEL,2026-07-17 18:30,HND,2026-07-18 13:50,800,469383,JPY,OK,,SerpApi Google Flights API
2026-06-21 22:58:56,LOCAL_OUT,HEL,HND,Finland-Japan,benchmark,AY_direct_watch,4,Friday,2026-07-17,金,Business,フィンエアー,AY 61,Airbus A350,HEL,2026-07-17 18:30,HND,2026-07-18 13:50,800,829147,JPY,OK,,SerpApi Google Flights API
2026-06-21 22:58:56,LOCAL_OUT,HEL,NRT,Finland-Japan,benchmark,AY_direct_watch,4,Wednesday,2026-07-15,水,Economy,フィンエアー,AY 73,Airbus A350,HEL,2026-07-15 17:45,NRT,2026-07-16 13:05,800,397781,JPY,OK,,SerpApi Google Flights API
2026-06-21 22:58:56,LOCAL_OUT,HEL,NRT,Finland-Japan,benchmark,AY_direct_watch,4,Wednesday,2026-07-15,水,Premium Economy,フィンエアー,AY 73,Airbus A350,HEL,2026-07-15 17:45,NRT,2026-07-16 13:05,800,469383,JPY,OK,,SerpApi Google Flights API
2026-06-21 22:58:56,LOCAL_OUT,HEL,NRT,Finland-Japan,benchmark,AY_direct_watch,4,Wednesday,2026-07-15,水,Business,フィンエアー,AY 73,Airbus A350,HEL,2026-07-15 17:45,NRT,2026-07-16 13:05,800,829147,JPY,OK,,SerpApi Google Flights API
2026-06-21 22:58:56,LOCAL_OUT,HEL,NRT,Finland-Japan,benchmark,AY_direct_watch,4,Friday,2026-07-17,金,Economy,フィンエアー,AY 73,Airbus A350,HEL,2026-07-17 17:45,NRT,2026-07-18 13:05,800,397781,JPY,OK,,SerpApi Google Flights API
2026-06-21 22:58:56,LOCAL_OUT,HEL,NRT,Finland-Japan,benchmark,AY_direct_watch,4,Friday,2026-07-17,金,Premium Economy,フィンエアー,AY 73,Airbus A350,HEL,2026-07-17 17:45,NRT,2026-07-18 13:05,800,469383,JPY,OK,,SerpApi Google Flights API
2026-06-21 22:58:56,LOCAL_OUT,HEL,NRT,Finland-Japan,benchmark,AY_direct_watch,4,Friday,2026-07-17,金,Business,フィンエアー,AY 73,Airbus A350,HEL,2026-07-17 17:45,NRT,2026-07-18 13:05,800,829147,JPY,OK,,SerpApi Google Flights API
2026-06-21 22:58:56,LOCAL_OUT,HEL,NGO,Finland-Japan,base,AY_direct_watch,4,Wednesday,2026-07-15,水,Economy,フィンエアー,AY 79,Airbus A350,HEL,2026-07-15 00:45,NGO,2026-07-15 19:35,770,397781,JPY,OK,,SerpApi Google Flights API
2026-06-21 22:58:56,LOCAL_OUT,HEL,NGO,Finland-Japan,base,AY_direct_watch,4,Wednesday,2026-07-15,水,Premium Economy,フィンエアー,AY 79,Airbus A350,HEL,2026-07-15 00:45,NGO,2026-07-15 19:35,770,469383,JPY,OK,,SerpApi Google Flights API
2026-06-21 22:58:56,LOCAL_OUT,HEL,NGO,Finland-Japan,base,AY_direct_watch,4,Wednesday,2026-07-15,水,Business,フィンエアー,AY 79,Airbus A350,HEL,2026-07-15 00:45,NGO,2026-07-15 19:35,770,829147,JPY,OK,,SerpApi Google Flights API
2026-06-21 22:58:56,LOCAL_OUT,HEL,NGO,Finland-Japan,base,AY_direct_watch,4,Friday,2026-07-17,金,Economy,フィンエアー,AY 79,Airbus A350,HEL,2026-07-17 00:45,NGO,2026-07-17 19:35,770,397782,JPY,OK,,SerpApi Google Flights API
2026-06-21 22:58:56,LOCAL_OUT,HEL,NGO,Finland-Japan,base,AY_direct_watch,4,Friday,2026-07-17,金,Premium Economy,フィンエアー,AY 79,Airbus A350,HEL,2026-07-17 00:45,NGO,2026-07-17 19:35,770,469383,JPY,OK,,SerpApi Google Flights API
2026-06-21 22:58:56,LOCAL_OUT,HEL,NGO,Finland-Japan,base,AY_direct_watch,4,Friday,2026-07-17,金,Business,フィンエアー,AY 79,Airbus A350,HEL,2026-07-17 00:45,NGO,2026-07-17 19:35,770,829147,JPY,OK,,SerpApi Google Flights API
2026-06-21 22:58:56,JP_OUT,KIX,HEL,Japan-Finland,benchmark,AY_direct_watch,4,Wednesday,2026-07-15,水,Economy,フィンエアー,AY 70,Airbus A350,KIX,2026-07-15 07:30,HEL,2026-07-15 14:35,785,264130,JPY,OK,,SerpApi Google Flights API
2026-06-21 22:58:56,JP_OUT,KIX,HEL,Japan-Finland,benchmark,AY_direct_watch,4,Wednesday,2026-07-15,水,Economy,フィンエアー,AY 68,Airbus A350,KIX,2026-07-15 22:15,HEL,2026-07-16 05:20,785,264130,JPY,OK,,SerpApi Google Flights API
