check_date,direction,origin,destination,market,airport_group,purpose,weeks_ahead,target_weekday,departure_date,departure_weekday,cabin_class,airline,flight_number,aircraft,departure_airport,departure_time,arrival_airport,arrival_time,duration,price,currency,status,api_error,source
2026-08-21 22:11:26,LOCAL_OUT,HEL,KIX,Finland-Japan,benchmark,AY_direct_watch,4,Wednesday,2026-09-16,水,Economy,フィンエアー,AY 67,Airbus A350,HEL,2026-09-16 17:45,KIX,2026-09-17 12:35,770,399496,JPY,OK,,SerpApi Google Flights API
2026-08-21 22:11:26,LOCAL_OUT,HEL,KIX,Finland-Japan,benchmark,AY_direct_watch,4,Wednesday,2026-09-16,水,Premium Economy,フィンエアー,AY 67,Airbus A350,HEL,2026-09-16 17:45,KIX,2026-09-17 12:35,770,471406,JPY,OK,,SerpApi Google Flights API
2026-08-21 22:11:26,LOCAL_OUT,HEL,KIX,Finland-Japan,benchmark,AY_direct_watch,4,Wednesday,2026-09-16,水,Business,フィンエアー,AY 67,Airbus A350,HEL,2026-09-16 17:45,KIX,2026-09-17 12:35,770,832720,JPY,OK,,SerpApi Google Flights API
2026-08-21 22:11:26,LOCAL_OUT,HEL,KIX,Finland-Japan,benchmark,AY_direct_watch,4,Friday,2026-09-18,金,Economy,フィンエアー,AY 67,Airbus A350,HEL,2026-09-18 17:45,KIX,2026-09-19 12:35,770,399496,JPY,OK,,SerpApi Google Flights API
2026-08-21 22:11:26,LOCAL_OUT,HEL,KIX,Finland-Japan,benchmark,AY_direct_watch,4,Friday,2026-09-18,金,Business,フィンエアー,AY 67,Airbus A350,HEL,2026-09-18 17:45,KIX,2026-09-19 12:35,770,832720,JPY,OK,,SerpApi Google Flights API
2026-08-21 22:11:26,LOCAL_OUT,HEL,HND,Finland-Japan,benchmark,AY_direct_watch,4,Wednesday,2026-09-16,水,Economy,フィンエアー,AY 61,Airbus A350,HEL,2026-09-16 18:30,HND,2026-09-17 13:50,800,399496,JPY,OK,,SerpApi Google Flights API
2026-08-21 22:11:26,LOCAL_OUT,HEL,HND,Finland-Japan,benchmark,AY_direct_watch,4,Wednesday,2026-09-16,水,Premium Economy,フィンエアー,AY 61,Airbus A350,HEL,2026-09-16 18:30,HND,2026-09-17 13:50,800,471406,JPY,OK,,SerpApi Google Flights API
2026-08-21 22:11:26,LOCAL_OUT,HEL,HND,Finland-Japan,benchmark,AY_direct_watch,4,Wednesday,2026-09-16,水,Business,フィンエアー,AY 61,Airbus A350,HEL,2026-09-16 18:30,HND,2026-09-17 13:50,800,832720,JPY,OK,,SerpApi Google Flights API
2026-08-21 22:11:26,LOCAL_OUT,HEL,HND,Finland-Japan,benchmark,AY_direct_watch,4,Friday,2026-09-18,金,Economy,フィンエアー,AY 61,Airbus A350,HEL,2026-09-18 18:30,HND,2026-09-19 13:50,800,399496,JPY,OK,,SerpApi Google Flights API
2026-08-21 22:11:26,LOCAL_OUT,HEL,HND,Finland-Japan,benchmark,AY_direct_watch,4,Friday,2026-09-18,金,Premium Economy,フィンエアー,AY 61,Airbus A350,HEL,2026-09-18 18:30,HND,2026-09-19 13:50,800,471406,JPY,OK,,SerpApi Google Flights API
2026-08-21 22:11:26,LOCAL_OUT,HEL,HND,Finland-Japan,benchmark,AY_direct_watch,4,Friday,2026-09-18,金,Business,フィンエアー,AY 61,Airbus A350,HEL,2026-09-18 18:30,HND,2026-09-19 13:50,800,832720,JPY,OK,,SerpApi Google Flights API
2026-08-21 22:11:26,LOCAL_OUT,HEL,NRT,Finland-Japan,benchmark,AY_direct_watch,4,Wednesday,2026-09-16,水,Economy,フィンエアー,AY 73,Airbus A350,HEL,2026-09-16 17:45,NRT,2026-09-17 13:05,800,399496,JPY,OK,,SerpApi Google Flights API
2026-08-21 22:11:26,LOCAL_OUT,HEL,NRT,Finland-Japan,benchmark,AY_direct_watch,4,Wednesday,2026-09-16,水,Premium Economy,フィンエアー,AY 73,Airbus A350,HEL,2026-09-16 17:45,NRT,2026-09-17 13:05,800,471406,JPY,OK,,SerpApi Google Flights API
2026-08-21 22:11:26,LOCAL_OUT,HEL,NRT,Finland-Japan,benchmark,AY_direct_watch,4,Wednesday,2026-09-16,水,Business,フィンエアー,AY 73,Airbus A350,HEL,2026-09-16 17:45,NRT,2026-09-17 13:05,800,832720,JPY,OK,,SerpApi Google Flights API
2026-08-21 22:11:26,LOCAL_OUT,HEL,NRT,Finland-Japan,benchmark,AY_direct_watch,4,Friday,2026-09-18,金,Economy,フィンエアー,AY 73,Airbus A350,HEL,2026-09-18 17:45,NRT,2026-09-19 13:05,800,399496,JPY,OK,,SerpApi Google Flights API
2026-08-21 22:11:26,LOCAL_OUT,HEL,NRT,Finland-Japan,benchmark,AY_direct_watch,4,Friday,2026-09-18,金,Premium Economy,フィンエアー,AY 73,Airbus A350,HEL,2026-09-18 17:45,NRT,2026-09-19 13:05,800,471406,JPY,OK,,SerpApi Google Flights API
2026-08-21 22:11:26,LOCAL_OUT,HEL,NRT,Finland-Japan,benchmark,AY_direct_watch,4,Friday,2026-09-18,金,Business,フィンエアー,AY 73,Airbus A350,HEL,2026-09-18 17:45,NRT,2026-09-19 13:05,800,962790,JPY,OK,,SerpApi Google Flights API
2026-08-21 22:11:26,LOCAL_OUT,HEL,NGO,Finland-Japan,base,AY_direct_watch,4,Wednesday,2026-09-16,水,Economy,フィンエアー,AY 79,Airbus A350,HEL,2026-09-16 00:45,NGO,2026-09-16 19:35,770,399496,JPY,OK,,SerpApi Google Flights API
2026-08-21 22:11:26,LOCAL_OUT,HEL,NGO,Finland-Japan,base,AY_direct_watch,4,Wednesday,2026-09-16,水,Premium Economy,フィンエアー,AY 79,Airbus A350,HEL,2026-09-16 00:45,NGO,2026-09-16 19:35,770,471406,JPY,OK,,SerpApi Google Flights API
