check_date,direction,origin,destination,market,airport_group,purpose,weeks_ahead,target_weekday,departure_date,departure_weekday,cabin_class,airline,flight_number,aircraft,departure_airport,departure_time,arrival_airport,arrival_time,duration,price,currency,status,api_error,source
2026-06-16 23:17:07,LOCAL_OUT,HEL,KIX,Finland-Japan,benchmark,AY_direct_watch,4,Wednesday,2026-07-15,水,Economy,フィンエアー,AY 67,Airbus A350,HEL,2026-07-15 17:45,KIX,2026-07-16 12:35,770,400520,JPY,OK,,SerpApi Google Flights API
2026-06-16 23:17:07,LOCAL_OUT,HEL,KIX,Finland-Japan,benchmark,AY_direct_watch,4,Wednesday,2026-07-15,水,Premium Economy,フィンエアー,AY 67,Airbus A350,HEL,2026-07-15 17:45,KIX,2026-07-16 12:35,770,472444,JPY,OK,,SerpApi Google Flights API
2026-06-16 23:17:07,LOCAL_OUT,HEL,KIX,Finland-Japan,benchmark,AY_direct_watch,4,Wednesday,2026-07-15,水,Business,フィンエアー,AY 67,Airbus A350,HEL,2026-07-15 17:45,KIX,2026-07-16 12:35,770,834854,JPY,OK,,SerpApi Google Flights API
2026-06-16 23:17:07,LOCAL_OUT,HEL,KIX,Finland-Japan,benchmark,AY_direct_watch,4,Friday,2026-07-17,金,Economy,フィンエアー,AY 67,Airbus A350,HEL,2026-07-17 17:45,KIX,2026-07-18 12:35,770,400520,JPY,OK,,SerpApi Google Flights API
2026-06-16 23:17:07,LOCAL_OUT,HEL,KIX,Finland-Japan,benchmark,AY_direct_watch,4,Friday,2026-07-17,金,Premium Economy,フィンエアー,AY 67,Airbus A350,HEL,2026-07-17 17:45,KIX,2026-07-18 12:35,770,472614,JPY,OK,,SerpApi Google Flights API
2026-06-16 23:17:07,LOCAL_OUT,HEL,KIX,Finland-Japan,benchmark,AY_direct_watch,4,Friday,2026-07-17,金,Business,フィンエアー,AY 67,Airbus A350,HEL,2026-07-17 17:45,KIX,2026-07-18 12:35,770,834854,JPY,OK,,SerpApi Google Flights API
2026-06-16 23:17:07,LOCAL_OUT,HEL,HND,Finland-Japan,benchmark,AY_direct_watch,4,Wednesday,2026-07-15,水,Economy,フィンエアー,AY 61,Airbus A350,HEL,2026-07-15 18:30,HND,2026-07-16 13:50,800,400520,JPY,OK,,SerpApi Google Flights API
2026-06-16 23:17:07,LOCAL_OUT,HEL,HND,Finland-Japan,benchmark,AY_direct_watch,4,Wednesday,2026-07-15,水,Business,フィンエアー,AY 61,Airbus A350,HEL,2026-07-15 18:30,HND,2026-07-16 13:50,800,834854,JPY,OK,,SerpApi Google Flights API
2026-06-16 23:17:07,LOCAL_OUT,HEL,HND,Finland-Japan,benchmark,AY_direct_watch,4,Friday,2026-07-17,金,Economy,フィンエアー,AY 61,Airbus A350,HEL,2026-07-17 18:30,HND,2026-07-18 13:50,800,400520,JPY,OK,,SerpApi Google Flights API
2026-06-16 23:17:07,LOCAL_OUT,HEL,HND,Finland-Japan,benchmark,AY_direct_watch,4,Friday,2026-07-17,金,Premium Economy,フィンエアー,AY 61,Airbus A350,HEL,2026-07-17 18:30,HND,2026-07-18 13:50,800,472614,JPY,OK,,SerpApi Google Flights API
2026-06-16 23:17:07,LOCAL_OUT,HEL,HND,Finland-Japan,benchmark,AY_direct_watch,4,Friday,2026-07-17,金,Business,フィンエアー,AY 61,Airbus A350,HEL,2026-07-17 18:30,HND,2026-07-18 13:50,800,834854,JPY,OK,,SerpApi Google Flights API
2026-06-16 23:17:07,LOCAL_OUT,HEL,NRT,Finland-Japan,benchmark,AY_direct_watch,4,Wednesday,2026-07-15,水,Economy,フィンエアー,AY 73,Airbus A350,HEL,2026-07-15 17:45,NRT,2026-07-16 13:05,800,400520,JPY,OK,,SerpApi Google Flights API
2026-06-16 23:17:07,LOCAL_OUT,HEL,NRT,Finland-Japan,benchmark,AY_direct_watch,4,Wednesday,2026-07-15,水,Premium Economy,フィンエアー,AY 73,Airbus A350,HEL,2026-07-15 17:45,NRT,2026-07-16 13:05,800,472614,JPY,OK,,SerpApi Google Flights API
2026-06-16 23:17:07,LOCAL_OUT,HEL,NRT,Finland-Japan,benchmark,AY_direct_watch,4,Wednesday,2026-07-15,水,Business,フィンエアー,AY 73,Airbus A350,HEL,2026-07-15 17:45,NRT,2026-07-16 13:05,800,834854,JPY,OK,,SerpApi Google Flights API
