check_date,direction,origin,destination,market,airport_group,purpose,weeks_ahead,target_weekday,departure_date,departure_weekday,cabin_class,airline,flight_number,aircraft,departure_airport,departure_time,arrival_airport,arrival_time,duration,price,currency,status,api_error,source
2026-06-26 22:58:20,LOCAL_OUT,HEL,KIX,Finland-Japan,benchmark,AY_direct_watch,4,Wednesday,2026-07-22,水,Economy,フィンエアー,AY 67,Airbus A350,HEL,2026-07-22 17:45,KIX,2026-07-23 12:35,770,396267,JPY,OK,,SerpApi Google Flights API
2026-06-26 22:58:20,LOCAL_OUT,HEL,KIX,Finland-Japan,benchmark,AY_direct_watch,4,Wednesday,2026-07-22,水,Premium Economy,フィンエアー,AY 67,Airbus A350,HEL,2026-07-22 17:45,KIX,2026-07-23 12:35,770,467596,JPY,OK,,SerpApi Google Flights API
2026-06-26 22:58:20,LOCAL_OUT,HEL,KIX,Finland-Japan,benchmark,AY_direct_watch,4,Wednesday,2026-07-22,水,Business,フィンエアー,AY 67,Airbus A350,HEL,2026-07-22 17:45,KIX,2026-07-23 12:35,770,825990,JPY,OK,,SerpApi Google Flights API
2026-06-26 22:58:20,LOCAL_OUT,HEL,KIX,Finland-Japan,benchmark,AY_direct_watch,4,Friday,2026-07-24,金,Economy,フィンエアー,AY 67,Airbus A350,HEL,2026-07-24 17:45,KIX,2026-07-25 12:35,770,396267,JPY,OK,,SerpApi Google Flights API
2026-06-26 22:58:20,LOCAL_OUT,HEL,KIX,Finland-Japan,benchmark,AY_direct_watch,4,Friday,2026-07-24,金,Premium Economy,フィンエアー,AY 67,Airbus A350,HEL,2026-07-24 17:45,KIX,2026-07-25 12:35,770,467596,JPY,OK,,SerpApi Google Flights API
2026-06-26 22:58:20,LOCAL_OUT,HEL,KIX,Finland-Japan,benchmark,AY_direct_watch,4,Friday,2026-07-24,金,Business,フィンエアー,AY 67,Airbus A350,HEL,2026-07-24 17:45,KIX,2026-07-25 12:35,770,825989,JPY,OK,,SerpApi Google Flights API
2026-06-26 22:58:20,LOCAL_OUT,HEL,HND,Finland-Japan,benchmark,AY_direct_watch,4,Wednesday,2026-07-22,水,Economy,フィンエアー,AY 61,Airbus A350,HEL,2026-07-22 18:30,HND,2026-07-23 13:50,800,396267,JPY,OK,,SerpApi Google Flights API
2026-06-26 22:58:20,LOCAL_OUT,HEL,HND,Finland-Japan,benchmark,AY_direct_watch,4,Wednesday,2026-07-22,水,Premium Economy,フィンエアー,AY 61,Airbus A350,HEL,2026-07-22 18:30,HND,2026-07-23 13:50,800,467595,JPY,OK,,SerpApi Google Flights API
2026-06-26 22:58:20,LOCAL_OUT,HEL,HND,Finland-Japan,benchmark,AY_direct_watch,4,Wednesday,2026-07-22,水,Business,フィンエアー,AY 61,Airbus A350,HEL,2026-07-22 18:30,HND,2026-07-23 13:50,800,825990,JPY,OK,,SerpApi Google Flights API
2026-06-26 22:58:20,LOCAL_OUT,HEL,HND,Finland-Japan,benchmark,AY_direct_watch,4,Friday,2026-07-24,金,Economy,フィンエアー,AY 61,Airbus A350,HEL,2026-07-24 18:30,HND,2026-07-25 13:50,800,396267,JPY,OK,,SerpApi Google Flights API
2026-06-26 22:58:20,JP_OUT,NRT,HEL,Japan-Finland,benchmark,AY_direct_watch,4,Wednesday,2026-07-22,水,Business,フィンエアー,AY 74,Airbus A350,NRT,2026-07-22 23:05,HEL,2026-07-23 05:55,770,509660,JPY,OK,,SerpApi Google Flights API
