check_date,direction,origin,destination,market,airport_group,purpose,weeks_ahead,target_weekday,departure_date,departure_weekday,cabin_class,airline,flight_number,aircraft,departure_airport,departure_time,arrival_airport,arrival_time,duration,price,currency,status,api_error,source
2026-07-11 22:35:50,LOCAL_OUT,HEL,KIX,Finland-Japan,benchmark,AY_direct_watch,4,Wednesday,2026-08-05,水,Economy,フィンエアー,AY 67,Airbus A350,HEL,2026-08-05 17:45,KIX,2026-08-06 12:35,770,398838,JPY,OK,,SerpApi Google Flights API
2026-07-11 22:35:50,LOCAL_OUT,HEL,KIX,Finland-Japan,benchmark,AY_direct_watch,4,Wednesday,2026-08-05,水,Premium Economy,フィンエアー,AY 67,Airbus A350,HEL,2026-08-05 17:45,KIX,2026-08-06 12:35,770,470629,JPY,OK,,SerpApi Google Flights API
2026-07-11 22:35:50,LOCAL_OUT,HEL,KIX,Finland-Japan,benchmark,AY_direct_watch,4,Wednesday,2026-08-05,水,Business,フィンエアー,AY 67,Airbus A350,HEL,2026-08-05 17:45,KIX,2026-08-06 12:35,770,831348,JPY,OK,,SerpApi Google Flights API
2026-07-11 22:35:50,LOCAL_OUT,HEL,KIX,Finland-Japan,benchmark,AY_direct_watch,4,Friday,2026-08-07,金,Economy,フィンエアー,AY 67,Airbus A350,HEL,2026-08-07 17:45,KIX,2026-08-08 12:35,770,398838,JPY,OK,,SerpApi Google Flights API
2026-07-11 22:35:50,LOCAL_OUT,HEL,KIX,Finland-Japan,benchmark,AY_direct_watch,4,Friday,2026-08-07,金,Premium Economy,フィンエアー,AY 67,Airbus A350,HEL,2026-08-07 17:45,KIX,2026-08-08 12:35,770,470629,JPY,OK,,SerpApi Google Flights API
2026-07-11 22:35:50,LOCAL_OUT,HEL,KIX,Finland-Japan,benchmark,AY_direct_watch,4,Friday,2026-08-07,金,Business,フィンエアー,AY 67,Airbus A350,HEL,2026-08-07 17:45,KIX,2026-08-08 12:35,770,831348,JPY,OK,,SerpApi Google Flights API
2026-07-11 22:35:50,LOCAL_OUT,HEL,HND,Finland-Japan,benchmark,AY_direct_watch,4,Wednesday,2026-08-05,水,Economy,フィンエアー,AY 61,Airbus A350,HEL,2026-08-05 18:30,HND,2026-08-06 13:50,800,398838,JPY,OK,,SerpApi Google Flights API
2026-07-11 22:35:50,LOCAL_OUT,HEL,HND,Finland-Japan,benchmark,AY_direct_watch,4,Wednesday,2026-08-05,水,Premium Economy,フィンエアー,AY 61,Airbus A350,HEL,2026-08-05 18:30,HND,2026-08-06 13:50,800,470629,JPY,OK,,SerpApi Google Flights API
2026-07-11 22:35:50,LOCAL_OUT,HEL,HND,Finland-Japan,benchmark,AY_direct_watch,4,Wednesday,2026-08-05,水,Business,フィンエアー,AY 61,Airbus A350,HEL,2026-08-05 18:30,HND,2026-08-06 13:50,800,831348,JPY,OK,,SerpApi Google Flights API
2026-07-11 22:35:50,LOCAL_OUT,HEL,HND,Finland-Japan,benchmark,AY_direct_watch,4,Friday,2026-08-07,金,Economy,フィンエアー,AY 61,Airbus A350,HEL,2026-08-07 18:30,HND,2026-08-08 13:50,800,398838,JPY,OK,,SerpApi Google Flights API
