check_date,direction,origin,destination,market,airport_group,purpose,weeks_ahead,target_weekday,departure_date,departure_weekday,cabin_class,airline,flight_number,aircraft,departure_airport,departure_time,arrival_airport,arrival_time,duration,price,currency,status,api_error,source
2026-07-16 22:46:21,LOCAL_OUT,HEL,KIX,Finland-Japan,benchmark,AY_direct_watch,4,Wednesday,2026-08-12,水,Economy,フィンエアー,AY 67,Airbus A350,HEL,2026-08-12 17:45,KIX,2026-08-13 12:35,770,399413,JPY,OK,,SerpApi Google Flights API
2026-07-16 22:46:21,LOCAL_OUT,HEL,KIX,Finland-Japan,benchmark,AY_direct_watch,4,Wednesday,2026-08-12,水,Business,フィンエアー,AY 67,Airbus A350,HEL,2026-08-12 17:45,KIX,2026-08-13 12:35,770,832548,JPY,OK,,SerpApi Google Flights API
2026-07-16 22:46:21,LOCAL_OUT,HEL,KIX,Finland-Japan,benchmark,AY_direct_watch,4,Friday,2026-08-14,金,Economy,フィンエアー,AY 67,Airbus A350,HEL,2026-08-14 17:45,KIX,2026-08-15 12:35,770,399413,JPY,OK,,SerpApi Google Flights API
2026-07-16 22:46:21,LOCAL_OUT,HEL,KIX,Finland-Japan,benchmark,AY_direct_watch,4,Friday,2026-08-14,金,Premium Economy,フィンエアー,AY 67,Airbus A350,HEL,2026-08-14 17:45,KIX,2026-08-15 12:35,770,471308,JPY,OK,,SerpApi Google Flights API
2026-07-16 22:46:21,LOCAL_OUT,HEL,KIX,Finland-Japan,benchmark,AY_direct_watch,4,Friday,2026-08-14,金,Business,フィンエアー,AY 67,Airbus A350,HEL,2026-08-14 17:45,KIX,2026-08-15 12:35,770,832548,JPY,OK,,SerpApi Google Flights API
2026-07-16 22:46:21,LOCAL_OUT,HEL,HND,Finland-Japan,benchmark,AY_direct_watch,4,Wednesday,2026-08-12,水,Economy,フィンエアー,AY 61,Airbus A350,HEL,2026-08-12 18:30,HND,2026-08-13 13:50,800,399413,JPY,OK,,SerpApi Google Flights API
2026-07-16 22:46:21,LOCAL_OUT,HEL,HND,Finland-Japan,benchmark,AY_direct_watch,4,Wednesday,2026-08-12,水,Premium Economy,フィンエアー,AY 61,Airbus A350,HEL,2026-08-12 18:30,HND,2026-08-13 13:50,800,471308,JPY,OK,,SerpApi Google Flights API
2026-07-16 22:46:21,LOCAL_OUT,HEL,HND,Finland-Japan,benchmark,AY_direct_watch,4,Wednesday,2026-08-12,水,Business,フィンエアー,AY 61,Airbus A350,HEL,2026-08-12 18:30,HND,2026-08-13 13:50,800,962591,JPY,OK,,SerpApi Google Flights API
2026-07-16 22:46:21,LOCAL_OUT,HEL,HND,Finland-Japan,benchmark,AY_direct_watch,4,Friday,2026-08-14,金,Economy,フィンエアー,AY 61,Airbus A350,HEL,2026-08-14 18:30,HND,2026-08-15 13:50,800,399413,JPY,OK,,SerpApi Google Flights API
2026-07-16 22:46:21,LOCAL_OUT,HEL,HND,Finland-Japan,benchmark,AY_direct_watch,4,Friday,2026-08-14,金,Premium Economy,フィンエアー,AY 61,Airbus A350,HEL,2026-08-14 18:30,HND,2026-08-15 13:50,800,471308,JPY,OK,,SerpApi Google Flights API
