check_date,direction,origin,destination,market,airport_group,purpose,weeks_ahead,target_weekday,departure_date,departure_weekday,cabin_class,airline,flight_number,aircraft,departure_airport,departure_time,arrival_airport,arrival_time,duration,price,currency,status,api_error,source
2026-06-06 05:08:06,LOCAL_OUT,HEL,KIX,Finland-Japan,benchmark,AY_direct_watch,4,Wednesday,2026-07-01,水,Economy,フィンエアー,AY 67,Airbus A350,HEL,2026-07-01 17:45,KIX,2026-07-02 12:35,770,397144,JPY,OK,,SerpApi Google Flights API
2026-06-06 05:08:06,LOCAL_OUT,HEL,KIX,Finland-Japan,benchmark,AY_direct_watch,4,Wednesday,2026-07-01,水,Premium Economy,フィンエアー,AY 67,Airbus A350,HEL,2026-07-01 17:45,KIX,2026-07-02 12:35,770,468630,JPY,OK,,SerpApi Google Flights API
2026-06-06 05:08:06,LOCAL_OUT,HEL,KIX,Finland-Japan,benchmark,AY_direct_watch,4,Wednesday,2026-07-01,水,Business,フィンエアー,AY 67,Airbus A350,HEL,2026-07-01 17:45,KIX,2026-07-02 12:35,770,827817,JPY,OK,,SerpApi Google Flights API
2026-06-06 05:08:06,LOCAL_OUT,HEL,KIX,Finland-Japan,benchmark,AY_direct_watch,4,Friday,2026-07-03,金,Economy,フィンエアー,AY 67,Airbus A350,HEL,2026-07-03 17:45,KIX,2026-07-04 12:35,770,397144,JPY,OK,,SerpApi Google Flights API
2026-06-06 05:08:06,LOCAL_OUT,HEL,KIX,Finland-Japan,benchmark,AY_direct_watch,4,Friday,2026-07-03,金,Premium Economy,フィンエアー,AY 67,Airbus A350,HEL,2026-07-03 17:45,KIX,2026-07-04 12:35,770,468630,JPY,OK,,SerpApi Google Flights API
2026-06-06 05:08:06,LOCAL_OUT,HEL,KIX,Finland-Japan,benchmark,AY_direct_watch,4,Friday,2026-07-03,金,Business,フィンエアー,AY 67,Airbus A350,HEL,2026-07-03 17:45,KIX,2026-07-04 12:35,770,827817,JPY,OK,,SerpApi Google Flights API
2026-06-06 05:08:06,LOCAL_OUT,HEL,HND,Finland-Japan,benchmark,AY_direct_watch,4,Wednesday,2026-07-01,水,Economy,フィンエアー,AY 61,Airbus A350,HEL,2026-07-01 18:30,HND,2026-07-02 13:50,800,397144,JPY,OK,,SerpApi Google Flights API
2026-06-06 05:08:06,LOCAL_OUT,HEL,HND,Finland-Japan,benchmark,AY_direct_watch,4,Wednesday,2026-07-01,水,Business,フィンエアー,AY 61,Airbus A350,HEL,2026-07-01 18:30,HND,2026-07-02 13:50,800,827817,JPY,OK,,SerpApi Google Flights API
2026-06-06 05:08:06,LOCAL_OUT,HEL,HND,Finland-Japan,benchmark,AY_direct_watch,4,Friday,2026-07-03,金,Economy,フィンエアー,AY 61,Airbus A350,HEL,2026-07-03 18:30,HND,2026-07-04 13:50,800,397144,JPY,OK,,SerpApi Google Flights API
2026-06-06 05:08:06,LOCAL_OUT,HEL,HND,Finland-Japan,benchmark,AY_direct_watch,4,Friday,2026-07-03,金,Premium Economy,フィンエアー,AY 61,Airbus A350,HEL,2026-07-03 18:30,HND,2026-07-04 13:50,800,468630,JPY,OK,,SerpApi Google Flights API
